"station","arrondissement","lat","long","dur","mm","jj","temp","precip"
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,12.5894,7,6,22.2,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,7.80898333333333,9,5,20.3,0
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,4.01198333333333,8,6,20,9.5
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,6.16646666666667,8,1,21.8,0
"St-Antoine / St-François-Xavier","Ville-Marie",45.5045770667804,-73.5591839253902,5.26895,8,5,19.7,0
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,16.6509,7,2,25.9,0
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,22.2400666666667,8,5,24.5,0
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,1.60863333333333,10,1,12,3.8
"Lincoln / du Fort","Ville-Marie",45.4930651186314,-73.5838267207146,14.94485,8,1,21.8,0
"Drummond / des-Canadiens-de-Montréal","Ville-Marie",45.4967606775214,-73.5702763560084,3.19391666666667,10,4,21.4,0
"St-Dominique / Napoléon","Le Plateau-Mont-Royal",45.5166644221988,-73.5772204399109,11.0692,5,2,21.8,4
"Chomedey / de Maisonneuve","Ville-Marie",45.491750449904,-73.5839447379112,3.53896666666667,9,3,18.1,0
"University / des Pins","Ville-Marie",45.5080252590098,-73.5798848979539,13.7941,7,5,23.2,0
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,8.98826666666667,5,3,10.2,0.4
"5e avenue / Bannantyne","Verdun",45.456491928161,-73.5760407801899,6.29826666666667,9,5,16.6,0
"St-Hubert / de Maisonneuve (sud)","Ville-Marie",45.5158683512632,-73.5600838065147,21.0382166666667,8,6,22.4,0.2
"St-Zotique / Clark","Rosemont - La Petite-Patrie",45.531437600982,-73.6127007007599,16.2997166666667,5,2,17.7,0.3
"de Bellechasse / de St-Vallier","Rosemont - La Petite-Patrie",45.533410433633,-73.6011242866516,10.9712333333333,8,5,19.2,0
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,11.8088333333333,8,5,24.5,0
"La Tour de Montréal (Pierre-de-Coubertin / Bennett)","Mercier - Hochelaga-Maisonneuve",45.559705268059,-73.5515543818474,22.4318666666667,7,1,25.3,0
"Métro de l'Église (Ross / de l'Église)","Verdun",45.4628312022419,-73.5659377276897,4.8979,9,6,16.4,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,15.8716,9,6,16.4,0
"Métro Jolicoeur (de Sève / Drake)","Le Sud-Ouest",45.4560854578311,-73.5819371044636,50.7122833333333,9,3,19.8,0
"LaSalle / Crawford","Verdun",45.4379151651408,-73.5825355053112,16.7171333333333,7,6,22.7,3.2
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,2.76605,6,6,19.5,6.7
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,26.0254333333333,8,7,20.4,0.9
"Fortune / Wellington","Le Sud-Ouest",45.477923,-73.559038,5.54978333333333,9,2,13.7,0
"Métro Langelier (Langelier / Sherbrooke)","Mercier - Hochelaga-Maisonneuve",45.5828466318918,-73.5424764454365,28.2704833333333,6,4,27.2,1.3
"de Chambly / Rachel","Rosemont - La Petite-Patrie",45.549910693591,-73.5582625865936,12.1585833333333,9,1,15.3,8.6
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,4.1017,10,3,16.9,2.2
"Gilford / Papineau","Le Plateau-Mont-Royal",45.5343936461316,-73.5782369971275,9.24505,10,3,16.4,0
"Durocher / Sherbrooke","Le Plateau-Mont-Royal",45.5070882905057,-73.5722798109055,17.45385,5,6,20.5,0.4
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,11.0763666666667,5,4,14.5,0.7
"Gilford / des Érables","Le Plateau-Mont-Royal",45.5372804041899,-73.575346916914,2.18668333333333,10,3,16.4,0
"St-Hubert / Duluth","Le Plateau-Mont-Royal",45.5224256527886,-73.574184179306,2.01738333333333,7,3,25.3,9
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,18.3945833333333,7,7,23.5,0.5
"du Havre / de Rouen","Ville-Marie",45.5345625650145,-73.5547864646651,13.8672833333333,8,7,23.5,0.4
"Ste-Famille / des Pins","Le Plateau-Mont-Royal",45.5128561793357,-73.5769280791283,15.4831,5,2,17.7,0.3
"Parc Van Horne (de la Peltrie / de Westbury)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4904944218329,-73.6385223269463,11.9431666666667,9,1,22.4,0
"Greene / Workman","Le Sud-Ouest",45.481069047932,-73.5793521628511,16.3972333333333,7,4,20.7,0
"St-Dominique / St-Zotique","Rosemont - La Petite-Patrie",45.532264610185,-73.6110632121563,12.2505333333333,9,6,21.5,0
"du Rosaire / St-Hubert","Villeray—Saint-Michel—Parc-Extension",45.5448192822535,-73.6215104162693,22.5394,7,6,22.2,0
"Peel / Ottawa","Le Sud-Ouest",45.4941995535705,-73.5599845647812,45.1482666666667,7,6,23.1,1.9
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,5.99058333333333,5,2,17.7,0.3
"Drolet / Marie-Anne","Le Plateau-Mont-Royal",45.5224025734141,-73.5811766982079,8.60333333333333,5,1,15.3,0
"Duvernay / Charlevoix","Le Sud-Ouest",45.4820973051128,-73.5748775303364,8.40693333333333,10,5,12.3,1.3
"Métro Charlevoix (Charlevoix / Centre)","Le Sud-Ouest",45.4784006436677,-73.5691775195664,4.2504,7,7,25,0
"La Fontaine / Alexandre-de-Sève","Ville-Marie",45.5233036603343,-73.5579997301102,1.6212,8,1,18.8,0
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5416695957663,-73.6076045036316,20.4277166666667,7,6,23.1,1.9
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,6.5265,5,4,14.5,0.7
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,43.8904666666667,6,6,18.5,4.8
"Place des Festivals (du Président-Kennedy / de Bleury)","Ville-Marie",45.5076439296589,-73.569324016571,8.99471666666667,6,3,24.7,0.5
"Boyer / Bélanger","Rosemont - La Petite-Patrie",45.54006,-73.60897,4.1266,8,2,23.9,6.3
"Ropery / Augustin-Cantin","Le Sud-Ouest",45.4809755262928,-73.5686346888542,6.62545,8,5,27.4,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,3.72828333333333,8,2,15.5,1.7
"Boyer / Rosemont","Rosemont - La Petite-Patrie",45.5340986680406,-73.5955345630646,16.7624666666667,7,4,20.1,0.5
"St-Dominique / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5352039824168,-73.6175217570053,7.01075,6,4,27.2,1.3
"Métro Angrignon (Lamont / des Trinitaires)","Le Sud-Ouest",45.4465045019204,-73.6025619506836,28.8636,8,4,16.9,0.6
"Boyer / Beaubien","Rosemont - La Petite-Patrie",45.537041,-73.602026,5.1707,6,7,22.2,0.5
"St-Dominique / Jean-Talon","Villeray—Saint-Michel—Parc-Extension",45.5352039824168,-73.6175217570053,19.2864,7,2,25.9,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",45.5665426157263,-73.5712498426437,10.2587166666667,7,7,23.5,0.5
"Drolet / Gounod","Villeray—Saint-Michel—Parc-Extension",45.5409513422573,-73.6263746023178,25.3020833333333,6,3,22.3,11.4
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,17.5736333333333,10,4,7.5,0
"Dollard / Bernard","Outremont",45.5167826988072,-73.6114226281643,33.6233666666667,6,4,20.2,4.3
"Henri-Julien / du Carmel","Le Plateau-Mont-Royal",45.5279509378701,-73.5950232669711,2.15778333333333,8,2,18.6,0.3
"Calixa-Lavallée / Rachel","Le Plateau-Mont-Royal",45.5278701385911,-73.5719726979733,18.9192,7,4,20.7,0
"Milton / Durocher","Le Plateau-Mont-Royal",45.5081409594177,-73.5749298334122,13.3286666666667,7,2,25.9,0
"Parc du Pélican (2e avenue / St-Joseph)","Rosemont - La Petite-Patrie",45.5445808311682,-73.5717111825943,22.33465,9,5,16.6,0
"de Bellechasse / de Lanaudière","Rosemont - La Petite-Patrie",45.539306918976,-73.5952187329531,30.7718166666667,9,3,21.7,0
"Ste-Famille / des Pins","Le Plateau-Mont-Royal",45.5128561793357,-73.5769280791283,3.46716666666667,8,5,19.7,0
"de Rouen / Hogan","Ville-Marie",45.5363626322254,-73.5542124509811,2.37806666666667,7,4,20.7,0
"du Havre / de Rouen","Ville-Marie",45.5345625650145,-73.5547864646651,14.0260666666667,5,7,13.8,0.4
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,8.80291666666667,10,7,7.5,2.6
"Stanley / Sherbrooke","Ville-Marie",45.5010573232146,-73.5772263408035,1.3519,9,7,21.7,0
"Laval / Duluth","Le Plateau-Mont-Royal",45.5191926178386,-73.5771592613492,20.7249833333333,6,5,21.5,0
"Hélène-Baillargeon / St-Denis","Le Plateau-Mont-Royal",45.52974,-73.59527,16.6126,9,6,19.5,0
"de l'Esplanade / Beaubien","Rosemont - La Petite-Patrie",45.5283998385823,-73.6119228601456,14.9056333333333,6,7,20.5,1.7
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,15.9046666666667,8,5,19.7,0
"Messier / du Mont-Royal","Le Plateau-Mont-Royal",45.53711414,-73.5710031,4.05618333333333,9,7,21.7,0
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,9.0577,8,5,19.7,0
"Sherbrooke / Jeanne-d'Arc","Rosemont - La Petite-Patrie",45.5539815605889,-73.554963881561,17.18145,10,4,9.6,1
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,7.42106666666667,8,7,21.5,1.2
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,8.18266666666667,5,2,21.8,4
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,20.704,6,3,28.7,0.2
"Duvernay / Charlevoix","Le Sud-Ouest",45.4820973051128,-73.5748775303364,2.66556666666667,5,7,13.8,0.4
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,15.9038833333333,5,1,16.4,1.9
"Fullum / de Rouen","Ville-Marie",45.5322553624361,-73.5589202400479,18.21675,5,5,14.4,0
"Roy / St-Denis","Le Plateau-Mont-Royal",45.51908,-73.5727,9.19208333333333,8,6,22.4,0.2
"Marquette / Laurier","Le Plateau-Mont-Royal",45.53543,-73.5822,11.7936,9,6,16.4,0
"Marcil / Sherbrooke","Côte-des-Neiges - Notre-Dame-de-Grâce",45.471743,-73.613924,13.1841,6,5,18.4,0.4
"Notre-Dame-de-Grâce / Décarie","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4773326470797,-73.6152997612953,33.2893333333333,5,6,14.5,0.6
"de Bordeaux / Masson","Le Plateau-Mont-Royal",45.539037937964,-73.5825204849243,13.0164666666667,8,4,26.8,0
"Mansfield / Sherbrooke","Ville-Marie",45.5030153352982,-73.5751303658617,20.434,8,5,27.4,0
"Boyer / Bélanger","Rosemont - La Petite-Patrie",45.54006,-73.60897,4.36815,8,4,26.8,0
"Métro Cadillac (Cadillac / Sherbrooke)","Mercier - Hochelaga-Maisonneuve",45.5768333346397,-73.5464741522446,23.5476166666667,5,6,20.5,0.4
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,66.71175,7,1,26.2,0
"Hutchison / Van Horne","Le Plateau-Mont-Royal",45.5249761296063,-73.6106622219086,8.57525,10,6,13.9,1
"Bishop / Ste-Catherine","Ville-Marie",45.496597761984,-73.5765028497917,6.7044,10,1,17.3,2.2
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,40.0914833333333,8,7,23.5,0.4
"City Councillors / du President-Kennedy","Ville-Marie",45.5062510325678,-73.571390658617,25.2400166666667,7,3,22.8,77
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,10.0133333333333,9,4,21.6,0
"Fullum / Ste-Catherine","Ville-Marie",45.5271378164313,-73.548044443196,11.5465333333333,10,3,16.9,2.2
"Mansfield / Ste-Catherine","Ville-Marie",45.5014066403113,-73.571654856205,6.48375,10,6,9.9,2.9
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,3.93778333333333,8,4,26.8,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,26.53875,8,5,24.5,0
"Marie-Anne / de la Roche","Le Plateau-Mont-Royal",45.5275505076019,-73.5762870311737,8.29323333333333,8,6,27.4,0
"Jeanne-Mance / Laurier","Le Plateau-Mont-Royal",45.5202763332061,-73.5949762166638,4.06716666666667,7,2,25.9,0
"Fullum / Ontario","Ville-Marie",45.5303174,-73.5548669,6.85598333333333,7,5,25.3,0
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,8.11326666666667,8,2,18.6,0.3
"St-Jacques / St-Laurent","Ville-Marie",45.5064446492057,-73.5564869642258,12.60035,6,1,20.5,5.9
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,11.1171333333333,9,5,20.1,0
"BAnQ (Berri)","Ville-Marie",45.5160138767067,-73.5629195719957,20.8600666666667,7,5,21.7,0
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,9.71825,5,1,15.3,0
"Milton / du Parc","Le Plateau-Mont-Royal",45.5093614283513,-73.5738636553288,2.10475,10,6,13.9,1
"de l'Esplanade / Villeneuve","Le Plateau-Mont-Royal",45.5194318421386,-73.5909595385965,16.5026666666667,9,2,13.7,0
"Place des Festivals (du Président-Kennedy / de Bleury)","Ville-Marie",45.5076439296589,-73.569324016571,9.13723333333333,8,4,23.6,0
"Mackay / Ste-Catherine","Ville-Marie",45.4957740638038,-73.5768784582615,9.06593333333333,6,7,22.2,0.5
"de Lanaudière / Marie-Anne","Le Plateau-Mont-Royal",45.5293264309009,-73.5748064517975,10.2324166666667,6,6,21,0
"de l'Hotel-de-Ville / Ontario","Ville-Marie",45.5137452022244,-73.5666632652283,59.8263666666667,9,5,20.3,0
"Parc Ludger-Duvernay (St-André / St-Hubert)","Le Plateau-Mont-Royal",45.5314746414748,-73.5924205183983,7.97783333333333,8,1,21.8,0
"Parc de la Louisiane (31e avenue / de Bellechasse)","Rosemont - La Petite-Patrie",45.5665426157263,-73.5712498426437,32.1040333333333,7,1,20.9,0.4
"Letourneux / Ste-Catherine","Mercier - Hochelaga-Maisonneuve",45.550783578897,-73.5340999603795,10.182,6,7,21.8,50.7
"de l'Hôtel-de-Ville / Villeneuve","Le Plateau-Mont-Royal",45.5234808276069,-73.5873275623817,4.89925,5,1,22.1,0.2
"Gilford / St-Denis","Le Plateau-Mont-Royal",45.5249761296063,-73.5855889320374,7.91028333333333,6,6,19.5,6.7
"Gauthier / Parthenais","Le Plateau-Mont-Royal",45.5329262557465,-73.5637798905373,8.11736666666667,9,1,13.7,0.2
"Métro Place-des-Arts (du Président-Kennedy / Jeanne-Mance)","Ville-Marie",45.5082046150514,-73.5688143968582,25.5433666666667,5,2,14.5,1.4
"Querbes / Laurier","Outremont",45.5173425002886,-73.597594499588,10.8304166666667,9,5,16.6,0
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,10.83205,10,6,9.9,2.9
"Square St-Louis (du Square St-Louis / Laval)","Le Plateau-Mont-Royal",45.5160908019707,-73.5701286792755,14.17145,9,2,23.1,0
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,5.09345,6,7,16.3,6
"Clark / St-Viateur","Le Plateau-Mont-Royal",45.5251943015533,-73.5993563756347,37.4733333333333,9,2,23.1,0
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,21.4841166666667,10,6,12.5,3.1
"du President-Kennedy / Union","Ville-Marie",45.5051022424836,-73.5718788206577,14.0232166666667,6,5,15.7,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,10.03555,9,5,20.3,0
"Drummond / Sherbrooke","Ville-Marie",45.5005357522142,-73.578113079202,2.15875,5,4,14.5,0.7
"Parc Atwater (Saint-Charles)","Le Sud-Ouest",45.4773008834369,-73.5731447241051,35.8792833333333,6,1,20.5,5.9
"19e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5616827573486,-73.5856479406357,13.8248833333333,5,5,14.4,0
"Marquette / du Mont-Royal","Le Plateau-Mont-Royal",45.5322179114747,-73.575431406498,5.32721666666667,10,6,9.9,2.9
"Mackay / Ste-Catherine","Ville-Marie",45.4957740638038,-73.5768784582615,7.28078333333333,9,4,20.1,0
"Clark / Rachel","Le Plateau-Mont-Royal",45.5175374492075,-73.5824152455461,11.9762166666667,9,4,21.6,0
"Boileau / Monsabré","Mercier - Hochelaga-Maisonneuve",45.5717587964815,-73.541761636734,3.271,5,5,20.3,0.6
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,41.25715,7,2,25.9,0
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,13.5223833333333,7,6,22.7,3.2
"Clark / Laurier","Le Plateau-Mont-Royal",45.5225837922613,-73.593613272551,2.93123333333333,9,1,17.8,0.2
"St-Dominique / de Bellechasse","Rosemont - La Petite-Patrie",45.5295246656531,-73.604888767004,31.0011333333333,6,6,19.8,0.7
"Cité des Arts du Cirque (Paul Boutet / des Regrattiers)","Villeray—Saint-Michel—Parc-Extension",45.5598262105113,-73.6153839827239,4.76676666666667,9,2,17.9,0.5
"Fullum / de Rouen","Ville-Marie",45.5322553624361,-73.5589202400479,19.0644166666667,8,7,21.5,1.2
"Calixa-Lavallée / Sherbrooke","Le Plateau-Mont-Royal",45.52479,-73.56545,4.40788333333333,7,5,25.3,0
"de Gaspé / St-Viateur","Le Plateau-Mont-Royal",45.5276726466961,-73.5973826050758,6.40138333333333,7,3,22.8,77
"de Gaspé / St-Viateur","Le Plateau-Mont-Royal",45.5276726466961,-73.5973826050758,5.28188333333333,5,2,14.5,1.4
"McCulloch / de la Côte Ste-Catherine","Outremont",45.5157750538533,-73.6006093025208,19.70195,9,3,19.8,0
"de l'Esplanade / du Mont-Royal","Le Plateau-Mont-Royal",45.5182529085522,-73.5883381962776,13.3604,5,3,14.5,0.8
"Guy / Sainte-Catherine","Ville-Marie",45.4949751285313,-73.5777704324846,16.9772666666667,10,1,12,3.8
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,9.42671666666667,6,6,19.8,0.7
"Chabot / Villeray","Villeray—Saint-Michel—Parc-Extension",45.5522893764292,-73.6130064725876,10.9997333333333,7,6,23.1,1.9
"St-Jacques / St-Laurent","Ville-Marie",45.5064446492057,-73.5564869642258,17.0781,7,5,25.3,0
"de Chambly / de Rouen","Mercier - Hochelaga-Maisonneuve",45.5470496637535,-73.5489217936993,4.93628333333333,7,4,25.4,0
"Mackay / de Maisonneuve","Ville-Marie",45.496840189747,-73.5792407642475,1.5387,6,2,15,0
"Ball / Bloomfield","Villeray—Saint-Michel—Parc-Extension",45.5299969970634,-73.6328709125519,8.32755,5,1,16.4,1.9
"Bibliothèque de Verdun (Brown / Bannantyne)","Verdun",45.4487884154916,-73.5776731000078,24.2727333333333,5,1,22.1,0.2
"Parc Olympique (Pie-IX / Sherbrooke)","Mercier - Hochelaga-Maisonneuve",45.554824549823,-73.5537028312683,49.7890333333333,7,7,25,0
"du Parc-La Fontaine / Roy","Le Plateau-Mont-Royal",45.5232203879173,-73.5691609382957,9.6389,6,7,15.8,0.6
"Augustin-Cantin / Shearer","Le Sud-Ouest",45.4839016954336,-73.5636323690414,7.57705,6,2,26.7,0
"Montcalm / de Maisonneuve","Ville-Marie",45.5191319671162,-73.5578896521474,23.7214666666667,6,5,18.4,0.4
"University / Prince-Arthur","Ville-Marie",45.5074794530521,-73.5786473751068,4.05458333333333,10,6,13.9,1
"de Brébeuf / du Mont-Royal","Le Plateau-Mont-Royal",45.5292235552447,-73.5778491497695,11.19685,9,6,21.5,0
"Drolet / St-Zotique","Rosemont - La Petite-Patrie",45.5348821414782,-73.6094123125076,4.02485,7,1,25.3,0
"Atwater / Greene","Le Sud-Ouest",45.480495143306,-73.5778266191483,6.12745,8,4,26.8,0
"André-Laurendeau / Rachel","Rosemont - La Petite-Patrie",45.5430318724388,-73.5625648498535,6.75175,8,3,19.2,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,26.73005,8,4,26.8,0
"Laurier / de Bordeaux","Le Plateau-Mont-Royal",45.5372512837128,-73.5791838169098,12.54175,5,3,14.5,0.8
"Everett / Garnier","Villeray—Saint-Michel—Parc-Extension",45.5475815310964,-73.6122085154057,31.0624,5,4,11.1,0.9
"Métro Cadillac (Cadillac / Sherbrooke)","Mercier - Hochelaga-Maisonneuve",45.5769814940544,-73.5470798239839,23.6334833333333,9,3,19.8,0
"Boyer / St-Zotique","Rosemont - La Petite-Patrie",45.5386622004592,-73.6058074235916,11.1165,10,3,6.7,3
"Coloniale / Duluth","Le Plateau-Mont-Royal",45.5178687315083,-73.5784274339676,3.62608333333333,6,4,15,1.6
"Boyer / du Mont-Royal","Le Plateau-Mont-Royal",45.5274321263806,-73.5799167305231,17.5258666666667,7,5,21.7,0
"27e avenue / Rosemont","Rosemont - La Petite-Patrie",45.5637099402642,-73.5713946819305,23.3935166666667,6,4,21.5,20.2
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,12.12075,7,3,25.3,9
"Clark / Prince-Arthur","Le Plateau-Mont-Royal",45.5133425123071,-73.57301607728,19.8154833333333,5,7,18.3,0.5
"19e avenue / St-Zotique","Rosemont - La Petite-Patrie",45.5616827573486,-73.5856479406357,38.0669166666667,5,6,12.8,0.5
"Messier / du Mont-Royal","Le Plateau-Mont-Royal",45.53711414,-73.5710031,15.0866833333333,8,5,24.5,0
"Métro Vendôme (de Marlowe / de Maisonneuve)","Côte-des-Neiges - Notre-Dame-de-Grâce",45.4739302823515,-73.6047345399856,4.18328333333333,10,3,16.4,0
"St-Denis / Ste-Catherine","Ville-Marie",45.5137229122146,-73.5603104531765,52.1497666666667,7,7,23.8,0
"de la Roche / Bélanger","Rosemont - La Petite-Patrie",45.5415913568121,-73.6075795348916,12.0303166666667,8,4,26.8,0
"Place des Festivals (du Président-Kennedy / de Bleury)","Ville-Marie",45.5076439296589,-73.569324016571,17.9630833333333,6,1,23.7,0.3
"Berri / Cherrier","Le Plateau-Mont-Royal",45.5192661569113,-73.5692971944809,7.03205,7,3,24.8,0
"Métro Charlevoix (Charlevoix / Centre)","Le Sud-Ouest",45.4784006436677,-73.5691775195664,11.8864166666667,7,2,25.9,0
